"Date","Country","Total confirmed cases","Total confirmed new cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"20200319","Cyprus",58,25,0,0,"Local transmission",0
"20200319","Hungary",58,8,1,0,"Local transmission",0
"20200319","Malta",48,10,0,0,"Imported cases only",0
"20200319","Belarus",46,10,0,0,"Local transmission",0
"20200319","Georgia",38,4,0,0,"Imported cases only",0
"20200319","Bosnia and Herzegovina",36,7,0,0,"Local transmission",0
"20200319","Kazakhstan",36,3,0,0,"Imported cases only",0
"20200319","North Macedonia",36,5,0,0,"Local transmission",0
"20200319","Republic of Moldova",36,0,0,0,"Local transmission",1
"20200319","Azerbaijan",34,13,1,1,"Imported cases only",0
"20200319","Lithuania",26,1,0,0,"Imported cases only",0
"20200319","Liechtenstein",25,18,0,0,"Imported cases only",0
"20200319","Ukraine",16,7,2,0,"Local transmission",0
"20200319","Uzbekistan",16,0,0,0,"Imported cases only",1
"20200319","Monaco",9,0,0,0,"Under investigation",2
"20200319","Kyrgyzstan",3,3,0,0,"Under investigation",0
"20200319","Montenegro",2,0,0,0,"Imported cases only",1
"20200319","Holy See",1,0,0,0,"Under investigation",12
"20200319","Faroe Islands",58,11,0,0,"Imported cases only",0
"20200319","Andorra",39,23,0,0,"Imported cases only",0
"20200319","Gibraltar",8,5,0,0,"Under investigation",0
"20200319","Jersey",5,0,0,0,"Imported cases only",1
"20200319","Greenland",2,0,0,0,"Under investigation",1
"20200319","Guernsey",1,0,0,0,"Imported cases only",9
"20200319","Indonesia",227,55,19,14,"Local transmission",0
"20200319","Thailand",212,35,1,0,"Local transmission",0
"20200319","India",151,14,3,0,"Local transmission",0
"20200319","Sri Lanka",42,13,0,0,"Local transmission",0
"20200319","Maldives",13,0,0,0,"Local transmission",3
"20200319","Bangladesh",10,2,0,0,"Local transmission",0
"20200319","Bhutan",1,0,0,0,"Imported cases only",12
"20200319","Nepal",1,0,0,0,"Imported cases only",55
"20200319","Iran (Islamic Republic of)",17361,1192,1135,147,"Local transmission",0
"20200319","Qatar",442,0,0,0,"Local transmission",1
"20200319","Bahrain",256,5,1,0,"Local transmission",0
"20200319","Pakistan",241,54,0,0,"Imported cases only",0
"20200319","Saudi Arabia",238,67,0,0,"Local transmission",0
"20200319","Egypt",196,30,6,2,"Local transmission",0
"20200319","Iraq",164,0,12,0,"Local transmission",1
"20200319","Kuwait",142,12,0,0,"Local transmission",0
"20200319","Lebanon",133,13,4,1,"Local transmission",0
"20200319","United Arab Emirates",113,15,0,0,"Local transmission",0
"20200319","Jordan",52,13,0,0,"Imported cases only",0
"20200319","Morocco",49,11,2,0,"Local transmission",0
"20200319","Oman",33,9,0,0,"Imported cases only",0
"20200319","Tunisia",29,5,0,0,"Local transmission",0
"20200319","Afghanistan",22,0,0,0,"Imported cases only",1
"20200319","Djibouti",1,1,0,0,"Under investigation",0
"20200319","Somalia",1,0,0,0,"Imported cases only",2
"20200319","Sudan",1,0,1,0,"Imported cases only",4
"20200319","occupied Palestinian territory",44,3,0,0,"Local transmission",0
"20200319","United States of America",7087,3551,100,42,"Local transmission",0
"20200319","Canada",569,145,8,7,"Local transmission",0
"20200319","Brazil",291,57,1,1,"Local transmission",0
"20200319","Chile",238,82,0,0,"Local transmission",0
"20200319","Ecuador",155,97,2,0,"Local transmission",0
"20200319","Peru",145,59,0,0,"Local transmission",0
"20200319","Colombia",93,48,0,0,"Local transmission",0
"20200319","Mexico",93,11,0,0,"Imported cases only",0
"20200319","Panama",86,17,1,0,"Local transmission",0
"20200319","Argentina",79,14,2,0,"Local transmission",0
"20200319","Costa Rica",50,9,0,0,"Local transmission",0
"20200319","Venezuela (Bolivarian Republic of)",36,3,0,0,"Imported cases only",0
"20200319","Uruguay",29,23,0,0,"Imported cases only",0
"20200319","Dominican Republic",21,0,1,0,"Local transmission",1
"20200319","Jamaica",13,1,0,0,"Local transmission",0
"20200319","Bolivia (Plurinational State of)",12,1,0,0,"Imported cases only",0
"20200319","Paraguay",11,2,0,0,"Local transmission",0
"20200319","Cuba",10,5,1,0,"Local transmission",0
"20200319","Honduras",9,1,0,0,"Imported cases only",0
"20200319","Trinidad and Tobago",7,2,0,0,"Imported cases only",0
"20200319","Guatemala",6,0,1,0,"Imported cases only",1
"20200319","Guyana",4,1,1,0,"Local transmission",0
"20200319","Bahamas",3,2,0,0,"Local transmission",0
"20200319","Barbados",2,2,0,0,"Imported cases only",0
"20200319","Saint Lucia",2,0,0,0,"Imported cases only",3
"20200319","Antigua and Barbuda",1,0,0,0,"Imported cases only",5
"20200319","Montserrat",1,1,0,0,"Imported cases only",0
"20200319","Saint Vincent and the Grenadines",1,0,0,0,"Imported cases only",5
"20200319","Suriname",1,0,0,0,"Imported cases only",3
"20200319","Guadeloupe",33,15,0,0,"Imported cases only",0
"20200319","Martinique",23,7,0,0,"Imported cases only",0
"20200319","French Guiana",11,4,0,0,"Imported cases only",0
"20200319","Puerto Rico",5,2,0,0,"Imported cases only",0
"20200319","Aruba",4,2,0,0,"Imported cases only",0
"20200319","Saint Martin",4,2,0,0,"Under investigation",0
"20200319","Curaçao",3,0,0,0,"Imported cases only",1
"20200319","Saint Barthélemy",3,0,0,0,"Under investigation",3
"20200319","United States Virgin Islands",2,0,0,0,"Imported cases only",1
"20200319","Cayman Islands",1,0,1,0,"Imported cases only",5
"20200319","South Africa",116,54,0,0,"Local transmission",0
"20200319","Algeria",72,12,6,2,"Local transmission",0
"20200319","Senegal",36,9,0,0,"Local transmission",0
"20200319","Burkina Faso",26,6,1,1,"Imported cases only",0
"20200319","Rwanda",11,4,0,0,"Local transmission",0
"20200319","Cameroon",10,5,0,0,"Local transmission",0
"20200319","Cote d’Ivoire",9,3,0,0,"Imported cases only",0
"20200319","Ghana",9,1,0,0,"Imported cases only",0
"20200319","Nigeria",8,6,0,0,"Imported cases only",0
"20200319","Democratic Republic of the Congo",7,4,0,0,"Local transmission",0
"20200319","Kenya",7,4,0,0,"Local transmission",0
"20200319","Ethiopia",6,1,0,0,"Imported cases only",0
"20200319","Seychelles",6,2,0,0,"Imported cases only",0
"20200319","Congo",3,2,0,0,"Imported cases only",0
"20200319","Equatorial Guinea",3,2,0,0,"Imported cases only",0
"20200319","Gabon",3,2,0,0,"Imported cases only",0
"20200319","Mauritius",3,3,0,0,"Under investigation",0
"20200319","United Republic of Tanzania",3,2,0,0,"Imported cases only",0
"20200319","Liberia",2,1,0,0,"Local transmission",0
"20200319","Mauritania",2,1,0,0,"Imported cases only",0
"20200319","Namibia",2,0,0,0,"Imported cases only",4
"20200319","Zambia",2,2,0,0,"Imported cases only",0
"20200319","Benin",1,0,0,0,"Imported cases only",1
"20200319","Central African Republic",1,0,0,0,"Imported cases only",4
"20200319","Eswatini",1,0,0,0,"Imported cases only",4
"20200319","Gambia",1,1,0,0,"Imported cases only",0
"20200319","Guinea",1,0,0,0,"Imported cases only",4
"20200319","Togo",1,0,0,0,"Imported cases only",11
"20200319","Réunion",12,3,0,0,"Imported cases only",0
"20200319","Mayotte",3,2,0,0,"Imported cases only",0
"20200319","Diamond Princess",712,0,7,0,"Local transmission",3
"20200320","China",81300,126,3253,11,"Local transmission",0
"20200320","Republic of Korea",8652,239,94,10,"Local transmission",0
"20200320","Japan",950,77,33,4,"Local transmission",0
"20200320","Malaysia",900,227,2,0,"Local transmission",0
"20200320","Australia",709,199,6,0,"Local transmission",0
"20200320","Singapore",345,32,0,0,"Local transmission",0
"20200320","Philippines",217,30,17,3,"Local transmission",0
"20200320","Viet Nam",85,19,0,0,"Local transmission",0
"20200320","Brunei Darussalam",73,17,0,0,"Local transmission",0
"20200320","Cambodia",47,12,0,0,"Local transmission",0
"20200320","New Zealand",39,19,0,0,"Local transmission",0
"20200320","Mongolia",6,1,0,0,"Imported cases only",0
"20200320","Fiji",1,1,0,0,"Imported cases only",0
"20200320","Guam",12,7,0,0,"Local transmission",0
"20200320","French Polynesia",11,8,0,0,"Imported cases only",0
"20200320","New Caledonia",2,2,0,0,"Imported cases only",0
"20200320","Italy",41035,5322,3407,429,"Local transmission",0
"20200320","Spain",17147,3431,767,169,"Local transmission",0
"20200320","Germany",10999,2801,20,8,"Local transmission",0
"20200320","France",10877,1834,372,128,"Local transmission",0
"20200320","Switzerland",3863,853,33,12,"Local transmission",0
"20200320","The United Kingdom",3277,647,144,41,"Local transmission",0
"20200320","Netherlands",2460,409,76,18,"Local transmission",0
"20200320","Austria",1843,197,5,1,"Local transmission",0
"20200320","Belgium",1795,309,14,0,"Local transmission",0
"20200320","Norway",1552,129,6,3,"Local transmission",0
"20200320","Sweden",1423,144,3,0,"Local transmission",0
"20200320","Denmark",1132,88,6,2,"Local transmission",0
"20200320","Portugal",785,143,3,1,"Local transmission",0
"20200320","Czechia",694,172,0,0,"Local transmission",0
"20200320","Ireland",557,265,3,1,"Local transmission",0
"20200320","Israel",529,102,0,0,"Local transmission",0
"20200320","Greece",418,0,5,0,"Local transmission",1
"20200320","Finland",369,10,0,0,"Local transmission",0
"20200320","Luxembourg",345,135,4,2,"Local transmission",0
"20200320","Iceland",330,80,0,0,"Local transmission",0
"20200320","Poland",325,38,5,0,"Local transmission",0
"20200320","Slovenia",319,33,1,0,"Local transmission",0
"20200320","Estonia",267,9,0,0,"Local transmission",0
"20200320","Romania",260,14,0,0,"Local transmission",0
"20200320","Russian Federation",199,52,0,0,"Imported cases only",0
"20200320","Turkey",191,0,2,0,"Local transmission",1
"20200320","San Marino",126,17,14,0,"Local transmission",0
"20200320","Serbia††",123,41,0,0,"Local transmission",0
"20200320","Slovakia",123,18,0,0,"Local transmission",0
"20200320","Armenia",122,38,0,0,"Local transmission",0
"20200320","Bulgaria",94,2,3,1,"Local transmission",0
"20200320","Latvia",86,15,0,0,"Imported cases only",0
"20200320","Croatia",81,0,0,0,"Local transmission",1
"20200320","Hungary",73,15,1,0,"Local transmission",0
"20200320","Albania",70,11,2,0,"Local transmission",0
"20200320","Cyprus",58,0,0,0,"Local transmission",1
"20200320","Malta",53,5,0,0,"Imported cases only",0
"20200320","Republic of Moldova",49,13,0,0,"Local transmission",0
"20200320","North Macedonia",48,17,0,0,"Local transmission",0
"20200320","Belarus",46,0,0,0,"Local transmission",1
"20200320","Kazakhstan",46,10,0,0,"Imported cases only",0
"20200320","Bosnia and Herzegovina",44,8,0,0,"Local transmission",0
"20200320","Georgia",38,4,0,0,"Imported cases only",0
"20200320","Lithuania",36,10,0,0,"Imported cases only",0
"20200320","Azerbaijan",34,0,1,0,"Imported cases only",1
"20200320","Liechtenstein",25,0,0,0,"Imported cases only",1
"20200320","Uzbekistan",21,5,0,0,"Local transmission",0
"20200320","Ukraine",16,0,2,0,"Local transmission",1
"20200320","Montenegro",10,8,0,0,"Imported cases only",0
"20200320","Monaco",9,0,0,0,"Under investigation",3
"20200320","Kyrgyzstan",3,0,0,0,"Under investigation",1
"20200320","Holy See",1,0,0,0,"Under investigation",13
"20200320","Andorra",75,36,0,0,"Imported cases only",0
"20200320","Faroe Islands",72,14,0,0,"Imported cases only",0
"20200320","Gibraltar",10,2,0,0,"Under investigation",0
"20200320","Jersey",5,0,0,0,"Imported cases only",2
"20200320","Greenland",2,0,0,0,"Under investigation",1
"20200320","Guernsey",1,0,0,0,"Imported cases only",10
"20200320","Thailand",322,110,1,0,"Local transmission",0
"20200320","Indonesia",309,82,25,6,"Local transmission",0
"20200320","India",195,44,4,1,"Local transmission",0
"20200320","Sri Lanka",59,17,0,0,"Local transmission",0
"20200320","Bangladesh",17,7,1,1,"Local transmission",0
"20200320","Maldives",13,0,0,0,"Local transmission",4
"20200320","Bhutan",2,1,0,0,"Imported cases only",0
"20200320","Nepal",1,0,0,0,"Imported cases only",56
"20200320","Iran (Islamic Republic of)",18407,1046,1284,149,"Local transmission",0
"20200320","Qatar",452,10,0,0,"Local transmission",0
"20200320","Pakistan",302,61,2,2,"Imported cases only",0
"20200320","Bahrain",269,13,1,0,"Local transmission",0
"20200320","Saudi Arabia",238,0,0,0,"Local transmission",1
"20200320","Egypt",210,14,6,0,"Local transmission",0
"20200320","Iraq",177,13,12,0,"Local transmission",0
"20200320","Lebanon",149,29,4,0,"Local transmission",0
"20200320","Kuwait",148,6,0,0,"Local transmission",0
"20200320","United Arab Emirates",140,27,0,0,"Local transmission",0
"20200320","Morocco",61,12,2,0,"Local transmission",0
"20200320","Jordan",56,4,0,0,"Imported cases only",0
"20200320","Oman",39,6,0,0,"Imported cases only",0
"20200320","Tunisia",39,10,0,0,"Local transmission",0
"20200320","Afghanistan",22,0,0,0,"Imported cases only",2
"20200320","Djibouti",1,0,0,0,"Under investigation",1
"20200320","Somalia",1,0,0,0,"Imported cases only",3
"20200320","Sudan",1,0,1,0,"Imported cases only",5
"20200320","occupied Palestinian mterritory",47,3,0,0,"Local transmission",0
"20200320","United States of America",10442,3355,150,50,"Local transmission",0
"20200320","Canada",736,167,9,0,"Local transmission",0
"20200320","Brazil",428,137,4,3,"Local transmission",0
"20200320","Chile",342,104,0,0,"Local transmission",0
"20200320","Peru",234,89,0,0,"Local transmission",0
"20200320","Ecuador",199,44,3,1,"Local transmission",0
"20200320","Mexico",118,25,1,1,"Imported cases only",0
"20200320","Panama",109,23,1,0,"Local transmission",0
"20200320","Colombia",108,15,0,0,"Local transmission",0
"20200320","Argentina",97,0,2,0,"Local transmission",1
"20200320","Costa Rica",87,37,1,0,"Local transmission",0
"20200320","Uruguay",79,50,0,0,"Imported cases only",0
"20200320","Venezuela (Bolivarian Republic of)",36,0,0,0,"Imported cases only",1
"20200320","Dominican Republic",34,13,2,1,"Local transmission",0
"20200320","Bolivia (Plurinational State of)",15,3,0,0,"Imported cases only",0
"20200320","Jamaica",15,2,1,1,"Local transmission",0
"20200320","Honduras",12,3,0,0,"Imported cases only",0
"20200320","Cuba",11,1,1,0,"Local transmission",0
"20200320","Paraguay",11,0,0,0,"Local transmission",1
"20200320","Guatemala",9,3,1,0,"Imported cases only",0
"20200320","Trinidad and Tobago",9,2,0,0,"Imported cases only",0
"20200320","Guyana",5,0,1,0,"Local transmission",1
"20200320","Bahamas",3,0,0,0,"Local transmission",1
"20200320","Barbados",2,0,0,0,"Imported cases only",1
"20200320","Bermuda",2,0,0,0,"Imported cases only",1
"20200320","Saint Lucia",2,0,0,0,"Imported cases only",4
"20200320","Antigua and Barbuda",1,0,0,0,"Imported cases only",6
"20200320","El Salvador",1,1,0,0,"Imported cases only",0
"20200320","Montserrat",1,0,0,0,"Imported cases only",1
"20200320","Nicaragua",1,1,0,0,"Under investigation",0
"20200320","Suriname",1,0,0,0,"Imported cases only",4
"20200320","Saint Vincent and the Grenadines",1,0,0,0,"Imported cases only",6
"20200320","Guadeloupe",45,12,0,0,"Imported cases only",0
"20200320","Martinique",32,9,0,0,"Imported cases only",0
"20200320","French Guiana",15,4,0,0,"Local transmission",0
"20200320","Puerto Rico",6,1,0,0,"Imported cases only",0
"20200320","Aruba",5,1,0,0,"Imported cases only",0
"20200320","Saint Martin",4,0,0,0,"Under investigation",1
"20200320","Cayman Islands",3,2,1,0,"Imported cases only",0
"20200320","Curaçao",3,0,0,0,"Imported cases only",2
"20200320","Saint Barthélemy",3,0,0,0,"Under investigation",4
"20200320","United States Virgin Islands",3,0,0,0,"Imported cases only",1
"20200320","Sint Maarten",1,0,0,0,"Imported cases only",1
"20200320","South Africa",150,34,0,0,"Local transmission",0
"20200320","Algeria",82,10,7,1,"Local transmission",0
"20200320","Burkina Faso",40,14,1,0,"Imported cases only",0
"20200320","Senegal",38,2,0,0,"Local transmission",0
"20200320","Cameroon",15,5,0,0,"Local transmission",0
"20200320","Democratic Republic of the Congo",14,7,0,0,"Local transmission",0
"20200320","Nigeria",12,4,0,0,"Imported cases only",0
"20200320","Ghana",11,2,0,0,"Local transmission",0
"20200320","Rwanda",11,0,0,0,"Local transmission",1
"20200320","Cote d’Ivoire",9,0,0,0,"Imported cases only",1
"20200320","Ethiopia",9,3,0,0,"Imported cases only",0
"20200320","Togo",9,8,0,0,"Imported cases only",0
"20200320","Kenya",7,0,0,0,"Local transmission",1
"20200320","Mauritius",7,4,0,0,"Under investigation",0
"20200320","Seychelles",6,0,0,0,"Imported cases only",1
"20200320","United Republic of Tanzania",6,3,0,0,"Imported cases only",0
"20200320","Equatorial Guinea",4,1,0,0,"Imported cases only",0
"20200320","Congo",3,0,0,0,"Imported cases only",1
"20200320","Gabon",3,0,0,0,"Imported cases only",1
"20200320","Namibia",3,1,0,0,"Imported cases only",0
"20200320","Benin",2,1,0,0,"Imported cases only",0
"20200320","Guinea",2,1,0,0,"Imported cases only",0
"20200320","Liberia",2,0,0,0,"Local transmission",1
"20200320","Mauritania",2,0,0,0,"Imported cases only",1
"20200320","Zambia",2,0,0,0,"Imported cases only",1
"20200320","Central African Republic",1,0,0,0,"Imported cases only",5
"20200320","Chad",1,1,0,0,"Imported cases only",0
"20200320","Eswatini",1,0,0,0,"Imported cases only",5
"20200320","Gambia",1,0,0,0,"Imported cases only",1
"20200320","Niger",1,1,0,0,"Imported cases only",0
"20200320","Réunion",15,3,0,0,"Imported cases only",0
"20200320","Mayotte",4,1,0,0,"Imported cases only",0
"20200320","Diamond Princess",712,0,7,0,"Local transmission",4
